id,popularity,original_title,vote_average,budget_adj,revenue_adj,cast
51497,0.436803,Fast Five,7.1,121174755.324,606976636.538,Dwayne Johnson
79070,0.434506,Nuit Blanche,5.9,2423495.10648,3255.23862702,JoeyStarr
79777,0.43132,In the Land of Blood and Honey,6.6,9693980.42591,294577.768989,Branko Đurić
60422,0.429826,Another Happy Day,6.1,3877592.17037,344803.250973,Kate Bosworth
57119,0.423412,Jumping the Broom,6.3,6398027.0811,36556591.5189,Meagan Good
92182,0.419201,Silent House,5.2,1938796.08518,12700735.1915,Eric Sheffer Stevens
9364,0.414629,Wuthering Heights,5.6,7755184.34073,97826.8034681,Amy Wren
84355,0.524527,Your Sister's Sister,6.3,121174.755324,3102073.73629,Rosemarie DeWitt
59860,0.410616,Monte Carlo,5.9,19387960.8518,16891760.8922,Cory Monteith
55725,0.410207,Win Win,6.8,10499717.9052,10328339.964,Amy Ryan
44754,0.395082,Margaret,5.9,13571572.5963,45072.1619903,Mark Ruffalo
73499,0.381174,The Double,5.9,16479766.7241,3583120.06576,Richard Gere
91070,0.372627,L!fe Happens,5.2,901540.17961,29959.2465063,Rachel Bilson
71688,0.37054,The Iron Lady,6.2,12602174.5537,111438798.993,Harry Lloyd
48572,0.548602,Red State,5.8,3877592.17037,1070876.56849,Melissa Leo
62630,0.363036,The Devil's Double,6.3,18515502.6135,5552918.46975,Raad Rawi
56401,0.352084,The Music Never Stopped,7.3,3877592.17037,246129.193616,Julia Ormond
65055,0.339565,Shark Night,5.1,27143145.1926,9816568.56358,Joel David Moore
49010,0.567753,Hobo with a Shotgun,5.8,2908194.12777,652063.654553,Robb Wells
51017,0.334274,Madea's Big Happy Family,6.9,24234951.0648,51585191.6694,Shannon Kane
56780,0.318142,Atlas Shrugged Part I,4.8,14540970.6389,4485768.26734,Michael O'Keefe
53487,0.307661,This Must Be the Place,6.3,24234951.0648,11430151.9628,Judd Hirsch
73873,0.283696,Albert Nobbs,6.1,7755184.34073,5462391.23354,Aaron Taylor-Johnson
58882,0.263908,Snow Flower and the Secret Fan,4.4,129904.184697,1291462.12368,Hugh Jackman
65650,0.244803,The Good Doctor,4.8,5816388.25555,5046.68620973,Taraji P. Henson
79120,0.243777,Weekend,7.4,7755.18434073,455565.701922,Jonathan Race
74725,0.198863,Kill List,5.9,484699.021296,166503.807796,Harry Simpson
54518,0.226575,Justin Bieber: Never Say Never,5.3,12602174.5537,95429437.5165,Usher Raymond
58699,0.195283,Bellflower,6.7,16479.7667241,98137.9802398,Tyler Dawson
82532,0.193681,"Jeff, Who Lives at Home",5.9,9693980.42591,4282393.40499,Susan Sarandon
38541,0.189663,The Divide,5.6,2908194.12777,21326.756937,Milo Ventimiglia
66150,0.181427,Life in a Day,7.3,43818.7303212,218949.211298,Caryn Waechter
49538,0.164515,X-Men: First Class,7.0,155103686.815,333880181.433,Jennifer Lawrence
67675,0.135239,Glee: The Concert Movie,6.3,8724582.38332,18092106.3856,Gwyneth Paltrow
62796,0.098896,William & Kate,5.9,19.3879608518,14.5409706389,Samantha Whittaker
121,8.095275,The Lord of the Rings: The Two Towers,7.8,95768650.096,1122902454.42,Viggo Mortensen
672,6.012584,Harry Potter and the Chamber of Secrets,7.2,121226139.362,1062775600.96,Emma Watson
425,4.467513,Ice Age,6.9,71523422.2236,464607829.802,Denis Leary
2501,3.628943,The Bourne Identity,7.1,72735683.6172,259465426.669,Chris Cooper
1576,3.326646,Resident Evil,6.3,40004625.9895,124185363.98,Eric Mabius
557,3.241129,Spider-Man,6.6,168504333.713,996125553.185,Kirsten Dunst
1894,3.128314,Star Wars: Episode II - Attack of the Clones,6.4,145471367.234,787240522.116,Hayden Christensen
640,2.973115,Catch Me If You Can,7.6,63037592.4683,426854586.579,Christopher Walken
608,2.388226,Men in Black II,5.9,169716595.107,535599877.853,Rip Torn
423,2.364204,The Pianist,7.9,42429148.7767,145559349.53,Frank Finlay
180,2.103595,Minority Report,6.9,123650662.149,434441662.709,Samantha Morton
11544,2.095296,Lilo & Stitch,6.9,96980911.4896,176713194.471,Tia Carrere
4108,1.955546,The Transporter,6.5,25457489.266,53253348.3266,François Berléand
7451,1.936728,xXx,5.7,84858297.5534,336339962.221,Marton Csokas
9016,1.936492,Treasure Planet,7.0,169716595.107,132837318.4,Emma Thompson
36669,1.846196,Die Another Day,5.8,169716595.107,523661907.086,Rosamund Pike
170,1.839408,28 Days Later...,6.9,6061306.9681,100278123.07,Noah Huntley
7303,1.809883,Maid in Manhattan,5.7,66674376.6491,187787403.537,Natasha Richardson
36586,1.778527,Blade II,6.1,65462115.2555,187912677.417,Ron Perlman
3131,1.75153,Gangs of New York,6.9,121226139.362,234902925.744,Cameron Diaz
4547,1.694723,Panic Room,6.4,58188546.8938,238085004.011,Forest Whitaker
10996,1.594587,Stuart Little 2,5.4,145471367.234,206032074.497,Hugh Laurie
11452,1.568528,National Lampoon’s Van Wilder,5.9,6061306.9681,46399890.3631,Tim Matheson
65,1.558805,8 Mile,6.7,49702717.1384,260636199.628,Brittany Murphy
2022,1.525009,Mr. Deeds,5.7,60613069.681,207623445.184,John Turturro
455,1.496493,Bend It Like Beckham,6.0,4243107.62723,92833330.0602,Jonathan Rhys Meyers
2642,1.486895,Two Weeks Notice,5.8,72735683.6172,113170562.996,Alicia Witt
2675,1.381699,Signs,6.3,87282820.3407,494903188.805,Rory Culkin
565,1.359987,The Ring,6.4,58188546.8938,302276085.016,David Dorfman
10229,1.297822,A Walk to Remember,7.3,13334875.3298,49977984.1208,Peter Coyote
8346,1.271588,My Big Fat Greek Wedding,6.1,6061306.9681,447014168.669,Lainie Kazan
245,1.263507,About a Boy,6.4,32731057.6278,156381719.777,Toni Collette
9884,1.216798,Collateral Damage,5.5,103042218.458,95019997.4639,Elias Koteas
1817,1.20464,Phone Booth,6.5,15759398.1171,118604185.26,Forest Whitaker
201,1.204615,Star Trek: Nemesis,6.1,72735683.6172,81600740.2553,LeVar Burton
7299,1.191235,Equilibrium,6.9,24245227.8724,6497290.71701,Emily Watson
9962,1.182695,The Good Girl,5.8,9698091.14896,20434028.3713,Zooey Deschanel
590,1.17681,The Hours,6.7,30306534.8405,131949890.933,Meryl Streep
4147,1.165599,Road to Perdition,7.1,96980911.4896,219421103.968,Jennifer Jason Leigh
818,1.15929,Austin Powers in Goldmember,5.9,76372467.7981,359597833.495,Seth Green
9021,1.118663,The Santa Clause 2,5.4,78796990.5853,209545521.991,David Krumholtz
320,1.111488,Insomnia,6.6,55764024.1065,137852098.291,Maura Tierney
9645,1.090465,Ghost Ship,5.2,42429148.7767,82857925.6316,Desmond Harrington
9637,1.064405,Scooby-Doo,5.3,101829957.064,334160705.371,Matthew Lillard
9023,1.040588,Spirit: Stallion of the Cimarron,7.1,96980911.4896,148579046.595,Daniel Studi
10375,1.039674,D-Tox,5.8,66674376.6491,7778235.20441,Tom Berenger
9334,1.025158,The Scorpion King,5.2,72735683.6172,200427031.199,Michael Clarke Duncan
8427,1.011362,I Spy,5.2,84858297.5534,40684870.7111,Famke Janssen
1430,1.005772,Bowling for Columbine,7.2,4849045.57448,43113437.6024,George W. Bush
1429,1.005627,25th Hour,6.9,18183920.9043,15833155.737,Barry Pepper
7090,0.9858,Ken Park,5.4,1575939.81171,542779.128641,Maeve Quinlan
4614,0.958182,The Sum of All Fears,5.7,82.4337747662,233.966448969,James Cromwell
10590,0.936666,We Were Soldiers,6.5,90919604.5215,138998841.805,Madeleine Stowe
9012,0.925495,Jackass: The Movie,6.2,6061306.9681,77926965.1303,Steve-O
1360,0.91537,Frida,7.3,14547136.7234,68248466.55,Mía Maestro
11892,0.90146,Murder by Numbers,6.1,60613069.681,68752370.8802,Ryan Gosling
2757,0.898884,Adaptation.,7.2,23032966.4788,39763595.6934,Chris Cooper
11529,0.895023,Sweet Home Alabama,6.0,36367841.8086,218961591.437,Patrick Dempsey
10611,0.880807,Barbershop,6.2,14547136.7234,91867158.9418,Cedric the Entertainer
4911,0.8757,Dark Blue,6.7,18183920.9043,11198228.2557,Michael Michele
2135,0.875247,The Time Machine,5.6,96980911.4896,149992103.329,Phyllida Law
15070,0.872572,Undisputed,6.3,24245227.8724,15030378.0583,Peter Falk
11812,0.821206,The Sweetest Thing,5.4,52127239.9257,83278442.1374,Thomas Jane
12100,0.784565,Windtalkers,5.9,139410060.266,94105748.7132,Peter Stormare
8470,0.782771,John Q,7.1,43641410.1703,123947387.371,Anne Heche
2251,0.76758,Unfaithful,6.4,60613069.681,144426136.065,Olivier Martinez
1537,0.742412,Changing Lanes,5.7,54551762.7129,115086961.571,Kim Staunton
8051,0.74198,Punch-Drunk Love,6.9,30306534.8405,20608443.6915,Philip Seymour Hoffman
8665,0.72233,K-19: The Widowmaker,6.0,121226139.362,42633979.7354,Peter Sarsgaard
11979,0.698611,Queen of the Damned,5.2,42429148.7767,55132569.2692,Marguerite Moreau
9488,0.683151,Spy Kids 2: Island of Lost Dreams,5.2,46065932.9576,145136004.818,Alexa PenaVega
1957,0.682409,Enough,6.3,46065932.9576,62796579.1438,Tessa Allen
10426,0.68142,Friday After Next,6.5,24245227.8724,40643287.7208,John Witherspoon
16690,0.678896,Return to Never Land,6.2,24245227.8724,133182287.988,Jeff Bennett
16643,0.646373,Life or Something Like It,5.6,48490455.7448,20454087.6606,Tony Shalhoub
20009,0.645437,Slackers,5.7,16971659.5107,7775341.53646,Jason Schwartzman
1574,0.608347,Chicago,6.5,54551762.7129,371893588.665,Queen Latifah
9357,0.600563,One Hour Photo,6.4,14547136.7234,63308297.711,Michael Vartan
9280,0.600189,Femme Fatale,6.1,42429148.7767,20413160.5037,Peter Coyote
13536,0.581487,City By The Sea,5.7,48490455.7448,27195769.0623,Frances McDormand
6278,0.573736,Reign of Fire,5.9,72735683.6172,52202378.3114,Izabella Scorupco
5851,0.570851,Showtime,5.2,103042218.458,94243300.3768,Eddie Murphy
11560,0.569957,High Crimes,6.0,50914978.5321,77320225.8782,Jim Caviezel
31005,0.560536,Moonlight Mile,6.6,25457489.266,12136009.4246,Susan Sarandon
10592,0.558747,Hart's War,5.7,84858297.5534,39140336.9553,Terrence Howard
2755,0.557277,About Schmidt,6.7,36367841.8086,128299146.35,Hope Davis
9266,0.548844,Blue Crush,5.6,30306534.8405,62846878.2936,Michelle Rodriguez
9573,0.545907,Blood Work,5.7,60613069.681,31760662.9906,Anjelica Huston
2103,0.54375,Solaris,5.8,56976285.5002,36371185.2255,Viola Davis
9093,0.534397,The Four Feathers,6.4,42429148.7767,36225576.8728,Kate Hudson
8198,0.53098,The Quiet American,5.6,36367841.8086,33548272.1275,Đỗ Thị Hải Yến
2637,0.5076,The Mothman Prophecies,5.9,38792364.5959,66865355.0968,Will Patton
10712,0.49789,Far from Heaven,6.4,16365528.8139,35189419.4795,Dennis Haysbert
14635,0.494021,The Rookie,6.0,24245227.8724,91643375.4885,Beth Grant
3132,0.485311,Bad Company,5.5,84858297.5534,79981727.584,Peter Stormare
4912,0.482312,Confessions of a Dangerous Mind,6.4,36367841.8086,40021361.258,Julia Roberts
10550,0.455247,Ballistic: Ecks vs. Sever,4.8,84858297.5534,24153136.0111,Gregg Henry
9039,0.445162,Trapped,5.8,36367841.8086,8385053.25343,Courtney Love
15028,0.440499,Clockstoppers,4.5,31518796.2341,47027599.3127,Robin Thomas
11442,0.431515,Halloween: Resurrection,4.6,15759398.1171,45659649.6128,Busta Rhymes
11468,0.427389,Salton Sea,6.8,21820705.0852,820334.86054,Adam Goldberg
11870,0.416292,Big Fat Liar,5.7,18183920.9043,64213502.9917,Amanda Bynes
11022,0.400097,Narc,6.2,7879699.05853,15315403.7449,Chi McBride
37964,0.373221,Brown Sugar,7.2,9698091.14896,33170759.3824,Mos Def
13435,0.364807,Antwone Fisher,6.6,15153267.4203,28327622.3699,Cory Hodges
9685,0.357389,Igby Goes Down,6.5,10910352.5426,5791536.37887,Jeff Goldblum
12779,0.346922,Swept Away,4.7,12122613.9362,725714.221984,Bruce Greenwood
9557,0.346465,Boat Trip,4.5,24245227.8724,10408932.1359,Roselyn Sánchez
10894,0.342912,May,5.9,606130.69681,182175.005449,Anna Faris
17130,0.462287,Crossroads,5.1,14547136.7234,74118910.2352,Taryn Manning
11692,0.912373,The Adventures of Pluto Nash,4.6,121226139.362,8611872.20922,Rosario Dawson
15992,0.246694,Abandon,4.9,30306534.8405,12994662.6555,Charlie Hunnam
9533,0.299006,Red Dragon,6.5,94556388.7024,253600595.754,Ralph Fiennes
12771,0.294923,Serving Sara,5.1,35155580.415,20523809.6624,Vincent Pastore
10052,0.281325,Dragonfly,6.2,72735683.6172,63428425.5416,Ron Rifkin
13497,0.278771,Drumline,6.3,24245227.8724,69812297.0826,Orlando Jones
13950,0.23421,All About the Benjamins,6.4,16971659.5107,30891973.4476,Tommy Flanagan
9544,0.231392,FearDotCom,3.3,48490455.7448,22914183.0461,Stephen Rea
14112,0.22758,Auto Focus,5.9,8485829.75534,2499763.0029,Rita Wilson
59387,0.225324,The Powerpuff Girls,5.6,12122613.9362,13833895.4589,E.G. Daily
30072,0.214587,Possession,6.6,30306534.8405,12260488.0613,Jeremy Northam
15186,0.192065,Full Frontal,4.7,2424522.78724,3038467.72099,Catherine Keener
2185,0.185041,Big Trouble,6.2,48490455.7448,10296814.9287,Patrick Warburton
12277,0.132296,Undercover Brother,5.4,30306534.8405,50435496.4198,Denise Richards
54580,0.111966,Los lunes al sol,6.5,4849045.57448,177477.492549,Nieve de Medina
29047,0.017708,The Kid Stays in the Picture,7.4,48490.4557448,1738911.38442,Francis Ford Coppola
680,8.093754,Pulp Fiction,8.1,11768892.4928,314713075.137,Uma Thurman
278,7.192039,The Shawshank Redemption,8.4,36777789.04,41693462.7186,Bob Gunton
13,6.715966,Forrest Gump,8.1,80911135.8879,997333314.601,Gary Sinise
8587,4.782688,The Lion King,7.7,66200020.2719,1159591590.01,James Earl Jones
1637,2.536898,Speed,6.6,44133346.8479,515548317.85,Dennis Hopper
8467,2.360701,Dumb and Dumber,6.5,25008896.5472,363769661.59,Lauren Holly
36593,2.126863,The Naked Gun 33⅓: The Final Insult,6.1,44133346.8479,75221756.0924,George Kennedy
628,2.06444,Interview with the Vampire,7.0,88266693.6959,329035590.749,Kirsten Dunst
36955,1.843243,True Lies,6.6,169177829.584,557378295.308,Tom Arnold
854,1.627278,The Mask,6.5,33835565.9168,517218414.904,Nancy Fish
2164,1.364852,Stargate,6.7,80911135.8879,289172371.76,Jaye Davidson
9331,1.353693,Clear and Present Danger,6.1,91208916.8191,317594916.486,Anne Archer
241,1.309466,Natural Born Killers,6.8,50017793.0943,73971558.4117,Robert Downey Jr.
2292,1.297355,Clerks,7.2,39720.0121632,4635663.7751,Jason Mewes
306,1.267344,Beverly Hills Cop III,5.6,73555578.0799,175369721.964,Héctor Elizondo
11395,1.259399,The Santa Clause,6.3,32364454.3552,279266046.26,Wendy Crewson
4476,1.253496,Legends of the Fall,7.1,44133346.8479,236317718.024,Aidan Quinn
712,1.232871,Four Weddings and a Funeral,6.5,8826669.36959,374693338.704,James Fleet
10731,1.022699,The Client,6.2,66200020.2719,173025096.722,Mary-Louise Parker
9495,0.983841,The Crow,7.2,22066673.424,138284486.79,Ernie Hudson
888,0.954392,The Flintstones,5.0,67671131.8335,502577619.892,Rick Moranis
193,0.948788,Star Trek: Generations,6.3,55902239.3407,176533387.392,Brent Spiner
3049,0.943815,Ace Ventura: Pet Detective,6.3,22066673.424,157728750.86,Courteney Cox
8984,0.86712,Disclosure,5.8,80911135.8879,314840071.784,Donald Sutherland
6280,0.848554,Junior,4.7,88266693.6959,54431127.7791,Emma Thompson
11596,0.848473,New Nightmare,6.4,20595561.8624,26612674.4205,Miko Hughes
8850,0.84317,The Shadow,5.3,36777789.04,70706674.9186,Penelope Ann Miller
1024,0.834029,Heavenly Creatures,6.6,7355557.80799,4485617.75137,Sarah Peirse
22586,0.787327,The Swan Princess,6.6,51488904.6559,14375199.0598,Jack Palance
15139,0.77638,The Pagemaster,6.5,39720012.1632,20111107.1718,Patrick Stewart
11231,0.767191,The Next Karate Kid,4.8,17653338.7392,23283259.1476,Michael Ironside
2124,0.736742,Color of Night,5.6,58844462.4639,29019220.2197,Rubén Blades
522,0.729837,Ed Wood,7.1,26480008.1088,8661106.06111,Sarah Jessica Parker
8831,0.710052,Timecop,5.3,39720012.1632,149533460.506,Ron Silver
12160,0.684636,Wyatt Earp,6.3,92680028.3807,36854286.8412,Gene Hackman
9057,0.629985,Terminal Velocity,4.8,73555578.0799,24242300.3124,James Gandolfini
236,0.614944,Muriel's Wedding,6.5,4413334.68479,22242675.7401,Rachel Griffiths
11667,0.607281,Street Fighter,4.1,51488904.6559,146263091.238,Ming-Na Wen
2636,0.605753,The Specialist,5.5,66200020.2719,250622364.044,James Woods
28032,0.590765,Thumbelina,6.3,41191123.7247,16731688.8169,Barbara Cook
8011,0.590149,Highlander III: The Sorcerer,4.3,38248900.6016,54136905.4668,Deborah Kara Unger
9624,0.586306,On Deadly Ground,4.6,73555578.0799,72084466.5183,Joan Chen
3036,0.564501,Frankenstein,5.8,66200020.2719,164773757.017,Tom Hulce
11858,0.563685,Renaissance Man,5.7,58844462.4639,35795563.157,Gregory Hines
26352,0.544269,A Low Down Dirty Shame,7.3,14711115.616,43239525.9431,Jada Pinkett Smith
3586,0.536193,Prêt-à-Porter,6.0,22066673.424,16624521.2819,Jean-Pierre Cassel
10694,0.528782,The Chase,5.8,38248900.6016,11782616.4925,Henry Rollins
2788,0.509774,Reality Bites,6.5,16917782.9584,29539699.4902,Ben Stiller
35614,0.48427,A Troll in Central Park,4.2,33835565.9168,104990.289928,Tawny Sunshine Glover
14275,0.394187,Hoop Dreams,7.3,1029778.09312,11519702.3765,Steve James
2436,0.387981,Double Dragon,4.2,5148890.46559,3444326.73917,Scott Wolf
10872,0.255858,The Ref,6.8,16182227.1776,16828329.0777,Kevin Spacey
46094,0.331455,The Air Up There,4.6,25126585.4721,30910260.5765,Yolanda Vazquez
1909,0.282609,Don Juan DeMarco,6.2,36777789.04,32658676.6675,Faye Dunaway
18009,0.270267,Leprechaun 2,5.5,2942223.1232,3325627.1606,Shevonne Durkin
11212,0.251549,Baby's Day Out,5.9,73555578.0799,24525643.7547,Joe Pantoliano
16780,0.246647,Texas Chainsaw Massacre: The Next Generation,3.9,882666.936959,273476.697078,Robert Jacks
17585,0.243921,Surviving the Game,6.3,10886225.5558,11312867.0331,Charles S. Dutton
46717,0.416428,Intersection,4.6,66200020.2719,31416901.1006,Lolita Davidovich
11592,0.170254,Serial Mom,5.8,19124450.3008,11505104.5365,Ricki Lake
10448,0.129344,Rapa Nui,6.2,29422231.232,448792.004097,Sandrine Holt
14425,0.094568,PCU,6.7,13240004.0544,6400473.9333,Megan Ward
24428,7.637767,The Avengers,7.3,208943741.897,1443191435.21,Mark Ruffalo
52520,7.031452,Underworld: Awakening,6.0,66482099.6947,125746142.851,Michael Ealy
49026,6.591277,The Dark Knight Rises,7.5,237436070.338,1026712780.23,Gary Oldman
68718,5.944518,Django Unchained,7.7,94974428.1352,403991051.509,Leonardo DiCaprio
37724,5.603587,Skyfall,6.8,189948856.27,1052849482.63,Javier Bardem
49040,4.611854,The Bourne Legacy,5.9,123466756.576,262673566.242,Edward Norton
49051,4.218933,The Hobbit: An Unexpected Journey,6.9,237436070.338,965893322.823,Richard Armitage
70981,4.008188,Prometheus,6.2,123466756.576,382908536.776,Charlize Theron
82693,3.931139,Silver Linings Playbook,6.9,19944629.9084,195399167.074,Robert De Niro
1930,3.702647,The Amazing Spider-Man,6.4,204195020.491,714412708.528,Rhys Ifans
62177,3.626741,Brave,6.6,175702692.05,511896218.593,Billy Connolly
58595,3.335603,Snow White and the Huntsman,5.7,161456527.83,376668581.984,Chris Hemsworth
64688,3.151021,21 Jump Street,6.7,39889259.8168,191454512.473,Brie Larson
87827,3.14008,Life of Pi,7.1,113969313.762,578409999.858,Ayush Tandon
57800,3.135776,Ice Age: Continental Drift,6.2,90225706.7285,833158215.051,Chris Wedge
72105,2.990114,Ted,6.4,47487214.0676,521759415.527,Seth MacFarlane
75780,2.944554,Jack Reacher,6.2,56984656.8811,207367731.488,Richard Jenkins
80278,2.892625,Lo imposible,6.8,39889259.8168,171214317.395,Tom Holland
82690,2.858742,Wreck-It Ralph,7.0,156707806.423,447541244.07,Jane Lynch
114150,2.623143,Pitch Perfect,7.2,16145652.783,109553407.445,Brittany Snow
41154,2.592896,Men in Black 3,6.1,213692463.304,592665861.917,Josh Brolin
70160,2.571099,The Hunger Games,6.7,71230821.1014,656473401.937,Liam Hemsworth
64635,2.570101,Total Recall,5.8,118718035.169,188811132.902,Jessica Biel
83542,2.478372,Cloud Atlas,6.5,96873916.6979,123925357.697,Jim Broadbent
76163,2.415046,The Expendables 2,6.0,94974428.1352,296864820.997,Dolph Lundgren
82675,2.406976,Taken 2,6.0,42738492.6609,357238054.354,Famke Janssen
62213,2.092701,Dark Shadows,5.6,142461642.203,233188005.679,Helena Bonham Carter
84892,2.046884,The Perks of Being a Wallflower,7.6,12346675.6576,31721458.9972,Ezra Miller
68734,2.003232,Argo,7.0,42263620.5202,220648511.988,Alan Arkin
71552,1.979531,American Reunion,6.0,47487214.0676,223180013.581,Seann William Scott
77930,1.974672,Magic Mike,6.1,6648209.96947,158817730.776,Olivia Munn
22970,1.832955,The Cabin in the Woods,6.5,28492328.4406,63144774.2695,Anna Hutchison
81188,1.832434,Rise of the Guardians,6.9,137712920.796,291516095.791,Jude Law
72570,1.821562,The Vow,6.9,28492328.4406,186258691.347,Sam Neill
72545,1.814197,Journey 2: The Mysterious Island,5.8,75029798.2268,337817164.728,Kristin Davis
82390,1.774202,The Paperboy,5.4,11871803.5169,1285828.39071,Nicole Kidman
72387,1.76105,Safe,6.2,28492328.4406,38318559.4279,James Hong
72331,1.73616,Abraham Lincoln: Vampire Hunter,5.5,65532355.4133,106623173.76,Anthony Mackie
58244,1.690572,Upside Down,6.1,56984656.8811,7699078.27317,Timothy Spall
73723,1.682769,The Lorax,6.3,66482099.6947,331309095.226,Taylor Swift
83666,1.661091,Moonrise Kingdom,7.6,15195908.5016,64832551.5355,Jared Gilman
49049,1.653924,Dredd,6.5,47487214.0676,38975360.7841,Lena Headey
44833,1.630455,Battleship,5.5,198496554.803,287796721.483,Rihanna
82695,1.608797,Les Misérables,7.0,57934401.1625,419606302.503,Anne Hathaway
62764,1.606999,Mirror Mirror,5.4,80728263.9149,173820794.651,Armie Hammer
49529,1.588457,John Carter,6.0,246933513.152,269859485.334,Mark Strong
59967,1.58709,Looper,6.5,28492328.4406,44677870.4834,Emily Blunt
50620,1.586368,The Twilight Saga: Breaking Dawn - Part 2,6.1,113969313.762,787338009.241,Taylor Lautner
97630,1.554441,Zero Dark Thirty,6.5,37989771.2541,126145715.466,Mark Strong
70435,1.517201,Haywire,5.5,21844118.4711,31695441.7023,Michael Fassbender
57165,1.507337,Wrath of the Titans,5.5,142461642.203,285873028.687,Ralph Fiennes
85446,1.496861,Step Up Revolution,6.6,31341561.2846,133411287.711,Stephen Boss
76726,1.459325,Chronicle,6.5,14246164.2203,137712920.796,Michael B. Jordan
75674,1.436895,Act of Valor,6.3,11396931.3762,77188344.7382,Nestor Serrano
76492,1.418764,Hotel Transylvania,6.7,80728263.9149,340365179.525,David Spade
82507,1.3743,Sinister,6.7,2849232.84406,73806944.5302,James Ransone
77016,1.345091,End of Watch,7.1,6648209.96947,45707757.9862,Natalie Martinez
72976,1.312488,Lincoln,6.6,61733378.2879,261458379.831,David Strathairn
76494,1.306241,What to Expect When You're Expecting,5.7,37989771.2541,75694619.2238,Elizabeth Banks
76493,1.291798,The Dictator,5.9,61733378.2879,170364685.658,Aasif Mandvi
10679,1.272901,Iron Sky,5.5,7123082.11014,7726199.17087,Götz Otto
77877,1.272721,The Lucky One,6.8,23743607.0338,94363873.627,Taylor Schilling
57214,1.270174,Project X,6.5,11396931.3762,94974428.1352,Thomas Mann
77866,1.252392,Contraband,6.1,23743607.0338,59928864.1533,Ben Foster
80321,1.204406,Madagascar 3: Europe's Most Wanted,6.4,137712920.796,709384208.602,David Schwimmer
82633,1.178045,Lawless,6.7,24693351.3152,50979024.8975,Guy Pearce
70436,1.169815,The Raven,6.0,24693351.3152,28167279.41,Alice Eve
80585,1.161624,Rock of Ages,5.9,71230821.1014,56432487.9026,Diego Boneta
127493,1.157127,Stolen,5.1,33241049.8473,2000690.46409,Josh Lucas
80035,1.116305,The Watch,5.3,64582611.132,64837011.5346,Jonah Hill
72197,1.113113,The Pirates! In an Adventure with Scientists!,6.4,56984656.8811,112391181.624,Jeremy Piven
68722,1.106899,The Master,6.8,30391817.0033,26837930.8871,Amy Adams
72207,1.095479,The Five-Year Engagement,5.6,28492328.4406,51200477.7214,Jason Segel
89492,1.095339,This Is 40,5.5,33241049.8473,83633328.4263,Jason Segel
81796,1.068764,Lockout,5.8,18994885.627,30585593.329,Joseph Gilgun
50647,1.055188,Wanderlust,5.2,33241049.8473,22945759.1543,Justin Theroux
65086,1.049943,The Woman in Black,6.1,16145652.783,121311536.069,Sidney Johnston
62214,1.046157,Frankenweenie,6.5,37040026.9727,77395675.8143,Catherine O'Hara
87428,1.020104,That's My Boy,5.6,66482099.6947,55140602.0429,Eva Amurri Martino
59961,1.01404,Safe House,6.2,80728263.9149,197619185.784,Vera Farmiga
82525,0.998625,Savages,6.2,42738492.6609,44637981.2236,Aaron Taylor-Johnson
116613,0.988109,The Sweeney,5.7,3543021.04158,5977843.41566,Hayley Atwell
87502,0.974459,Flight,6.4,29442072.7219,153642388.037,Bruce Greenwood
49527,0.95865,Man on a Ledge,6.2,39889259.8168,43898309.9301,Jamie Bell
86838,0.958518,Seven Psychopaths,6.6,14246164.2203,18446181.3157,Christopher Walken
78698,0.953111,Big Miracle,6.5,37989771.2541,23476933.0858,Kristen Bell
86467,0.948869,Bel Ami,5.1,8547698.53217,7885974.65133,Uma Thurman
103620,0.913638,Maniac,5.8,5698465.68811,29519.0020087,Nora Arnezeder
127517,0.903283,Disconnect,6.7,9497442.81352,3255768.9842,Frank Grillo
98548,0.901943,People Like Us,6.6,15195908.5016,11809859.2954,Olivia Wilde
71668,0.892472,Piranha 3DD,4.2,4748721.40676,8066869.59536,Katrina Bowden
77883,0.862841,The Possession,5.8,13296419.9389,81151921.0952,Madison Davenport
61012,0.843149,Silent Hill: Revelation 3D,5.1,18994885.627,49674281.3997,Sean Bean
64689,0.836457,Killing Them Softly,5.7,14246164.2203,36024242.2228,Ben Mendelsohn
77948,0.828573,The Cold Light of Day,4.8,18994885.627,16016091.5174,Sigourney Weaver
60599,0.821988,Arbitrage,5.9,11396931.3762,33701729.0095,Tim Roth
68812,0.819111,The Iceman,6.4,18994885.627,1870229.79063,Ray Liotta
60747,0.79959,Red Dawn,5.3,61733378.2879,42554985.92,Isabel Lucas
75638,0.79128,Red Lights,6.1,13296419.9389,12870150.0121,Cillian Murphy
76489,0.784114,The Three Stooges,4.9,28492328.4406,52064317.6325,Chris Diamantopoulos
82696,0.777869,Hope Springs,5.6,28492328.4406,108537774.654,Tommy Lee Jones
97430,0.767413,The Man with the Iron Fists,5.1,14246164.2203,14824126.354,Jamie Chung
72358,0.736973,A Thousand Words,5.8,37989771.2541,20936426.0173,Cliff Curtis
81836,0.714232,To Rome with Love,5.5,16145652.783,69563906.8681,Jesse Eisenberg
94901,0.704291,About Cherry,4.4,2374360.70338,2852.0820769,Heather Graham
94348,0.686877,Alex Cross,5.2,42738492.6609,28827808.5126,Jean Reno
54054,0.672243,One for the Money,5.2,37989771.2541,35039600.5376,Debbie Reynolds
121826,0.668285,Quartet,6.2,10447187.0949,56529062.6499,Billy Connolly
